Reservoir,Point,Depth,Type,d13CO2,UC_CO2_ppm,d13CH4,UC_CH4_ppm,Num,Samp,CH4_area,CO2_area,CO2,CH4,maxD,newdepth,H_vol,CH4_undil,CO2_undil,CH4_atm,CO2_atm,CH4_Ca,CO2_Ca,CH4_Ch,CO2_Ch,CH4_tot,CO2_tot,Method,DIC,DIC_CH4,DIC_diff,DIC_corr,pH,DO,Conductivity,Temperature,Pressure
Cascavel R3,F,70,Sediment,-25.01104381,20889.9062,-81.82124229,7.053341321,53,Gas,22566,7681599,1083.783535,1.275333119,60,130,4.9,16.57933054,14089.18595,0.000165793,0.14089186,0.002313744,47.24493897,0.046795392,39.76692379,0.049109136,87.01186276,Evac,111.3854662,-0.00021316,24.37360347,177.0530363,,,,,
Cascavel R3,F,80,Sediment,-24.84077872,18868.70002,-74.4046969,2.291988029,54,Gas,17013,7680105,1083.529453,0.366942761,60,140,4.9,4.770255887,14085.88289,4.77E-05,0.140858829,0.000665718,47.23386291,0.013464114,39.75760086,0.014129831,86.99146377,Evac,115.5196493,0.034512905,28.52818551,183.2501165,,,,,
Cascavel R3,F,80,Sediment,,,,,59,Gas,18195,7651193,1078.612452,0.560300838,60,140,4.9,7.283910892,14021.96188,7.28E-05,0.140219619,0.001016513,47.01951807,0.02055894,39.57718291,0.021575453,86.59670098,Evac,110.503521,-0.002495562,23.90682006,175.7310133,,,,,
Cascavel R3,F,80,Sediment,,,,,60,Gas,17955,7777150,1100.033685,0.521040315,60,140,4.9,6.773524089,14300.43791,6.77E-05,0.143004379,0.000945285,47.95332524,0.019118366,40.36318539,0.020063652,88.31651063,Evac,111.2470821,-0.002750654,22.93057147,176.8456005,,,,,
Cascavel R3,F,0,Water,-26.18799168,9168.958021,-63.50129979,26.65830281,61,Gas,37878,4385450,523.9488286,3.780154506,60,0,4.9,49.14200858,6811.334772,0.00049142,0.068113348,0.006858059,22.84029019,0.138704004,19.22508736,0.145562063,42.06537755,Evac,62.78488471,0.01966387,20.71950716,104.2014722,5.26,34.1,11.2,26,728.1
Cascavel R3,F,20,Water,-26.32284661,9394.785143,-62.85541071,22.59150393,62,Gas,37540,4267803,504.3220164,3.724862602,60,20,4.9,48.42321383,6556.186213,0.000484232,0.065561862,0.006757747,21.98470647,0.136675196,18.504927,0.143432943,40.48963346,Evac,60.63113278,0.02007336,20.14149931,100.9730295,5.17,30.3,11.8,25.9,728.1
Cascavel R3,F,40,Water,-26.28325375,8935.064413,-63.23317629,24.63528846,63,Gas,35822,4314882,512.1761112,3.44382269,60,40,4.9,44.76969496,6658.289445,0.000447697,0.066582894,0.006247877,22.32708686,0.126363088,18.79311479,0.132610965,41.12020165,Evac,61.86794402,0.007365755,20.74774237,102.8269915,5.17,30,11.8,25.9,728.1
Cascavel R3,F,60,Water,-26.36101115,8914.656894,-65.55226494,38.96878133,64,Gas,37389,4353346,518.5929829,3.70016119,60,60,4.9,48.10209547,6741.708778,0.000481021,0.067417088,0.006712933,22.60681496,0.135768835,19.02856702,0.142481768,41.63538199,Evac,62.26013859,0.021268264,20.6247566,103.4148855,,,,,
Darro R1,G,5,Sediment,-18.32075951,1438.748426,-60.79886147,100.1936284,65,Gas,272229,1880744,106.0937671,42.11658325,35,40,4.9,547.5155822,1379.218973,0.005475156,0.01379219,0.076409049,4.624902845,1.545370365,3.89286478,1.621779414,8.517767626,Evac,14.76277089,0.341495884,6.245003269,32.21702288,,,,,
Darro R1,G,10,Sediment,,,,,66,Gas,1601077,4722719,580.2147372,278.0111279,35,45,4.9,3614.144663,7542.791583,0.036141447,0.075427916,0.50437534,25.29306727,10.2009737,21.28963441,10.70534904,46.58270168,Evac,66.79105483,1.879250356,20.20835315,110.2066629,,,,,
Darro R1,G,10,Sediment,,,,,67,Gas,1303950,4287770,507.6530708,229.0428127,35,45,4.9,2977.556566,6599.48992,0.029775566,0.065994899,0.415535692,22.12991578,8.404194922,18.62715231,8.819730614,40.7570681,Evac,64.61025737,1.723241512,23.85318927,106.9376793,,,,,
Darro R1,G,10,Sediment,,,,,68,Gas,1373696,4530949,548.222134,240.5373727,35,45,4.9,3126.985845,7126.887742,0.031269858,0.071268877,0.436389435,23.89842661,8.825961146,20.11574002,9.262350581,44.01416663,Evac,64.12147721,1.728551452,20.10731058,106.2050049,,,,,
Darro R1,G,10,Sediment,,,,,69,Gas,1408619,4596126,559.0954817,246.292893,35,45,4.9,3201.807608,7268.241262,0.032018076,0.072682413,0.446831256,24.37242408,9.037146617,20.5147123,9.483977873,44.88713638,Evac,65.86813452,1.529640175,20.98099815,108.8232188,,,,,
Darro R1,G,10,Sediment,,,,,70,Gas,1267984,4055590,468.9189486,223.1153998,35,45,4.9,2900.500198,6095.946332,0.029005002,0.060959463,0.404782019,20.4413948,8.186702248,17.20589352,8.591484267,37.64728832,Evac,64.38712926,1.452273483,26.73984094,106.6032135,,,,,
Darro R1,G,10,Sediment,,,,,71,Gas,1406608,4771381,588.3329207,245.9614681,35,45,4.9,3197.499085,7648.327969,0.031974991,0.07648328,0.446229976,25.64695997,9.024985749,21.58751233,9.471215725,47.2344723,Evac,62.84922936,1.581739342,15.61475705,104.2979239,,,,,
Darro R1,G,10,Sediment,,,,,72,Gas,1517429,4418004,529.3797469,264.2254349,35,45,4.9,3434.930653,6881.93671,0.034349307,0.068819367,0.479364961,23.07703802,9.695139661,19.42436232,10.17450462,42.50140034,Evac,68.3152114,1.958342275,25.81381107,112.4913514,,,,,
Darro R1,G,10,Sediment,,,,,73,Gas,1385381,4456533,535.8074625,242.4631309,35,45,4.9,3152.020702,6965.497012,0.031520207,0.06965497,0.439883198,23.35723883,8.896622379,19.66021243,9.336505576,43.01745127,Evac,63.17484427,1.507346485,20.157393,104.786016,,,,,
Darro R1,G,10,Sediment,,,,,74,Gas,1384697,4744768,583.8931275,242.3504036,35,45,4.9,3150.555247,7590.610657,0.031505552,0.075906107,0.439678685,25.45341785,8.892486111,21.42460441,9.332164796,46.87802227,Evac,62.61306371,1.599716609,15.73504144,103.9439151,,,,,
Darro R1,G,10,Sediment,-19.20298095,3174.076978,-58.88714292,490.9195347,75,Gas,901560,2454567,201.8235035,162.7265226,35,45,4.9,2115.444793,2623.705545,0.021154448,0.026237055,0.295222877,8.798010671,5.970872425,7.405445482,6.266095302,16.20345615,Evac,33.27484515,1.002036256,17.071389,59.96635264,,,,,
Darro R1,G,20,Sediment,-18.12908169,9503.165616,-59.67122117,1230.532752,76,Gas,1806925,4467895,537.7029621,311.9361154,35,55,4.9,4055.1695,6990.138507,0.040551695,0.069901385,0.565922973,23.43986858,11.44577245,19.7297634,12.01169543,43.16963198,Evac,62.59457589,1.697557784,19.42494391,103.9162021,,,,,
Darro R1,G,30,Sediment,-17.48187189,6679.82674,-62.27005911,1440.228367,77,Gas,1675423,3723298,413.483343,290.2637955,35,65,4.9,3773.429342,5375.283459,0.037734293,0.053752835,0.526604462,18.02481278,10.65055693,15.17181251,11.17716139,33.19662529,Evac,54.22798716,1.690287665,21.03136187,91.37480742,,,,,
Darro R1,G,45,Sediment,-18.74797038,7982.633095,-65.0933621,1270.461323,78,Gas,1762032,3880028,439.6302935,304.5374792,35,80,4.9,3958.98723,5715.193815,0.039589872,0.057151938,0.552500167,19.16462626,11.17429665,16.13121423,11.72679682,35.29584048,Evac,57.63013707,2.924787665,22.33429658,96.4745806,,,,,
Darro R1,G,0,Water,-17.51720637,877.1624624,-64.53882657,21.65850799,79,Gas,34357,1717327,78.83123788,3.204169912,35,0,4.9,41.65420885,1024.806092,0.000416542,0.010248061,0.005813092,3.436458392,0.117569585,2.892529485,0.123382677,6.328987876,Evac,6.745509505,0.013649071,0.416521628,20.19926479,5.62,106.1,7.6,32.1,726.3
Darro R1,G,15,Water,-17.04176806,814.6299635,-52.87400553,3.814441337,80,Gas,19150,1906623,110.4111086,0.716525004,35,15,4.9,9.314825046,1435.344412,9.31E-05,0.014353444,0.001299939,4.813106973,0.026291224,4.051279616,0.027591163,8.864386589,Evac,7.166428785,0.013427544,-1.697957804,20.83021667,5.63,106.9,7.6,32.2,726.3
Darro R1,G,35,Water,-17.4401551,758.8540081,-24.65064702,19.34471129,81,Gas,17737,1598298,58.97386935,0.485378673,35,35,4.9,6.309922743,766.6603015,6.31E-05,0.007666603,0.000880587,2.570824126,0.017809845,2.16390939,0.018690432,4.734733516,Evac,7.198250374,0.008318993,2.463516858,20.87791677,5.64,106,7.8,32,726.3
Cascavel R3,H,20,Sediment,-24.54271944,10000.32311,-79.22252257,372.3468001,82,Gas,542664,4774377,588.8327373,103.578305,50,70,4.9,1346.517965,7654.825585,0.01346518,0.076548256,0.187914574,25.66874828,3.80056573,21.60585194,3.988480304,47.27460022,Evac,66.2533692,0.634200429,18.97876898,109.40068,,,,,
Cascavel R3,H,45,Sediment,-26.16476243,9433.600796,-74.3915367,4.48033292,83,Gas,17723,5044076,633.8260788,0.483088475,50,95,4.9,6.28015018,8239.739024,6.28E-05,0.08239739,0.000876432,27.63012488,0.017725811,23.25677828,0.018602244,50.88690316,Evac,66.49676922,0.008473391,15.60986605,109.7655331,,,,,
Cascavel R3,H,65,Sediment,-25.91195743,7907.966396,-75.06823564,18.17244301,84,Gas,37777,4179840,489.6473261,3.763632369,50,115,4.9,48.9272208,6365.415239,0.000489272,0.063654152,0.006828084,21.34499861,0.138097763,17.96647326,0.144925847,39.31147187,Evac,62.3604786,0.026853434,23.04900673,103.5652937,,,,,
Cascavel R3,H,65,Sediment,,,,,85,Gas,28783,4429494,531.2966005,2.292344258,50,115,4,29.80047535,6906.855807,0.000298005,0.069068558,0.004158833,23.16059865,0.060938472,14.12370892,0.065097305,37.28430756,Hoyt,54.66452896,0.040849925,17.38022139,92.02917722,,,,,
Cascavel R3,H,80,Sediment,-25.74230302,8952.472854,-65.47420009,3.325926988,86,Gas,17055,4556559,552.4945987,0.373813352,50,130,4.9,4.859573578,7182.429784,4.86E-05,0.071824298,0.000678182,24.08467444,0.013716214,20.27250821,0.014394397,44.35718265,Evac,61.21407728,-0.011524473,16.85689463,101.8468548,,,,,
Cascavel R3,H,100,Sediment,,,-66.9847239,12.65173238,87,Gas,21803,4168164,487.6994425,1.150517372,50,150,4.9,14.95672583,6340.092753,0.000149567,0.063400928,0.0020873,21.2600853,0.042215567,17.89500019,0.044302867,39.1550855,Evac,59.9660518,0.000182903,20.8109663,99.97608276,,,,,
Cascavel R3,H,100,Sediment,,,-66.9091925,13.32883985,88,Gas,23393,4515364,545.6221198,1.410618339,50,150,4,18.3380384,7093.087557,0.00018338,0.070930876,0.002559182,23.78508524,0.037499135,14.50453097,0.040058317,38.28961621,Hoyt,58.41246765,0.018650215,20.12285144,97.64728274,,,,,
Cascavel R3,H,100,Sediment,,,-67.1917045,10.64450335,89,Gas,23773,4624722,563.8660949,1.472780834,50,150,4.9,19.14615084,7330.259233,0.000191462,0.073302592,0.002671959,24.58038749,0.054040278,20.68975889,0.056712237,45.27014638,Evac,60.83109721,0.00017619,15.56095083,101.2727732,,,,,
Cascavel R3,H,100,Sediment,,,-65.78233844,7.050433497,90,Gas,24563,4542905,550.2167294,1.60201339,50,150,4,20.82617407,7152.817482,0.000208262,0.071528175,0.002906416,23.9853762,0.04258708,14.62667166,0.045493496,38.61204786,Hoyt,56.01261017,0.022919648,17.40056232,94.04993133,,,,,
Cascavel R3,H,100,Sediment,,,-66.08575646,5.09139126,91,Gas,24682,4363557,520.2964635,1.621480066,50,150,4.9,21.07924086,6763.854025,0.000210792,0.06763854,0.002941733,22.68107411,0.059496451,19.09107229,0.062438184,41.7721464,Evac,66.40063454,-0.003710605,24.62848815,109.6214286,,,,,
Cascavel R3,H,100,Sediment,,,-65.90339167,3.992649377,92,Gas,20649,4280351,506.4153739,0.961739689,50,150,4,12.50261595,6583.399861,0.000125026,0.065833999,0.001744814,22.07596136,0.025566381,13.4622795,0.027311195,35.53824086,Hoyt,59.20212081,0.020979607,23.66387995,98.83096134,,,,,
Cascavel R3,H,0,Water,-25.85954796,7674.865648,-62.61974314,37.33832315,93,Gas,51610,4119778,479.6273035,6.026510781,50,0,4.9,78.34464016,6235.154945,0.000783446,0.062351549,0.01093346,20.9081998,0.221128839,17.59881177,0.232062299,38.50701157,Evac,55.74260575,0.047515879,17.23559418,93.64519863,,,,,
Cascavel R3,H,0,Water,,,,,94,Gas,45438,4129364,481.2265166,5.01686099,50,0,4,65.21919287,6255.944716,0.000652192,0.062559447,0.009101725,20.97791365,0.133365589,12.79267218,0.142467315,33.77058584,Hoyt,49.87263653,0.119243698,16.1020507,84.84620024,,,,,
Cascavel R3,H,25,Water,-26.01135384,7884.594271,-62.53482154,47.43511718,95,Gas,59923,4017521,462.567974,7.386397157,50,25,4.9,96.02316305,6013.383662,0.000960232,0.060133837,0.013400602,20.16453932,0.271026717,16.97285923,0.284427319,37.13739855,Evac,59.42630761,0.034908968,22.28890907,99.16701409,,,,,
Cascavel R3,H,25,Water,,,,,96,Gas,54559,4422193,530.0785894,6.508924461,50,25,4,84.616018,6891.021662,0.00084616,0.068910217,0.011808668,23.10750238,0.173029819,14.09132995,0.184838486,37.19883233,Hoyt,54.12025594,0.134300833,16.92142361,91.21331989,,,,,
Cascavel R3,H,50,Water,-25.36512202,8650.565674,-60.61248056,108.3587968,97,Gas,170067,3819247,429.4903216,25.40435999,50,50,4.9,330.2566799,5583.37418,0.003302567,0.055833742,0.04608928,18.72259855,0.932154084,15.75915147,0.978243363,34.48175002,Evac,57.98759102,0.178425022,23.505841,97.01039886,,,,,
Cascavel R3,H,50,Water,,,,,98,Gas,139562,3743844,416.9109908,20.41418389,50,50,4,265.3843906,5419.842881,0.002653844,0.054198429,0.037035967,18.17423285,0.542679909,11.08294213,0.579715876,29.25717498,Hoyt,53.59307876,0.411948243,24.33590378,90.42308898,,,,,
Darro R1,G,5,Sediment,,,,,99,DIC,14336,3357354,352.4336419,-0.07097566,35,40,4.9,-0.922683578,4581.637345,-9.23E-06,0.045816373,-0.000128766,15.36349776,-0.002604287,12.93173529,-0.002733053,28.29523304,Evac,15.15037355,-0.019680701,-13.14485949,32.79803362,,,,,
Darro R1,G,10,Sediment,,,,,100,DIC,726344,4425079,530.5600549,133.8498728,35,45,4.9,1740.048347,6897.280714,0.017400483,0.068972807,0.242834075,23.12849071,4.911310719,19.46767098,5.154144794,42.59616169,Evac,19.36372029,0.776091949,-23.2324414,39.11377903,,,,,
Darro R1,G,20,Sediment,,,,,101,DIC,1967878,6740531,923.7381476,338.462137,35,55,4.9,4400.007782,12008.59592,0.044000078,0.120085959,0.614047202,40.2681449,12.41908331,33.89442941,13.03313051,74.16257431,Evac,46.67137251,3.509069345,-27.49120181,80.04755208,,,,,
Darro R1,G,30,Sediment,,,,,102,DIC,1489781,9316783,1361.875719,259.6688783,35,65,4.9,3375.695418,17704.38435,0.033756954,0.177043844,0.471098332,59.36769954,9.527947384,49.97087168,9.999045716,109.3385712,Evac,64.57563438,1.737446104,-44.76293684,106.8857799,,,,,
Darro R1,G,45,Sediment,,,,,103,DIC,192941,6025828,802.1901636,29.14621503,35,80,4.9,378.9007954,10428.47213,0.003789008,0.104284721,0.052877855,34.9695526,1.069452778,29.43450798,1.122330633,64.40406058,Evac,36.23034497,0.189152308,-28.17371561,64.39660383,,,,,
Darro R1,G,0,Water,,,,,104,DIC,17778,2312110,178.0576888,0.492085679,35,0,4.9,6.397113822,2314.749955,6.40E-05,0.0231475,0.000892755,7.76199709,0.018055943,6.533414021,0.018948698,14.29541111,Evac,4.134577976,0.001518779,-10.16083313,16.28551645,5.62,106.1,7.6,32.1,726.3
Darro R1,G,15,Water,,,,,105,DIC,15027,2367481,187.2951213,0.04206193,35,15,4.9,0.546805092,2434.836577,5.47E-06,0.024348366,7.63E-05,8.164680763,0.001543365,6.872360187,0.001619675,15.03704095,Evac,4.007556566,-0.020721208,-11.02948438,16.09511321,5.63,106.9,7.6,32.2,726.3
Darro R1,G,35,Water,,,,,106,DIC,13660,2310839,177.8456505,-0.181559467,35,35,4.9,-2.360273074,2311.993456,-2.36E-05,0.023119935,-0.00032939,7.752753786,-0.006661904,6.525633765,-0.006991294,14.27838755,Evac,3.216312721,0.052020265,-11.06207483,14.9090502,5.64,106,7.8,32,726.3
Cascavel R3,H,20,Sediment,,,,,107,DIC,12739,7489181,1051.059424,-0.332221725,50,70,4.9,-4.31888243,13663.77251,-4.32E-05,0.136637725,-0.000602726,45.81841,-0.012190106,38.56618843,-0.012792832,84.38459843,Evac,50.95938867,-0.007590687,-33.42520976,86.47522588,,,,,
Cascavel R3,H,45,Sediment,,,,,108,DIC,15362,6603246,900.3903864,0.096863077,50,95,4.9,1.259220005,11705.07502,1.26E-05,0.11705075,0.000175732,39.25035535,0.003554166,33.03773745,0.003729898,72.2880928,Evac,45.46842945,-0.007080503,-26.81966335,78.24435796,,,,,
Cascavel R3,H,65,Sediment,,,,,109,DIC,36751,6658187,909.7340827,3.595793632,50,115,4.9,46.74531721,11826.54308,0.000467453,0.118265431,0.006523586,39.65767134,0.13193931,33.38058273,0.138462896,73.03825406,Evac,46.24501567,0.017334478,-26.79323839,79.4084494,,,,,
Cascavel R3,H,80,Sediment,,,,,110,DIC,14634,6702313,917.2384955,-0.022227177,50,130,4.9,-0.288953298,11924.10044,-2.89E-06,0.119241004,-4.03E-05,39.98480818,-0.000815575,33.65593975,-0.0008559,73.64074793,Evac,42.79591552,-0.006932818,-30.84483241,74.23829849,,,,,
Cascavel R3,H,100,Sediment,,,,,111,DIC,19100,6108159,816.1920176,0.708345728,50,150,4.9,9.208494462,10610.49623,9.21E-05,0.106104962,0.0012851,35.57992978,0.025991104,29.94827355,0.027276204,65.52820333,Evac,40.29421635,-0.017391587,-25.23398698,70.48828786,,,,,
Cascavel R3,H,0,Water,,,,,112,DIC,12293,6484460,880.1887099,-0.405180865,50,0,4.9,-5.267351239,11442.45323,-5.27E-05,0.114424532,-0.00073509,38.3697118,-0.014867172,32.29648378,-0.015602262,70.66619558,Evac,42.10096912,-0.006590458,-28.56522646,73.19658396,4.87,60.1,9.4,30.8,728.1
Cascavel R3,H,25,Water,,,,,113,DIC,21021,6371291,860.9423043,1.0225935,50,25,4.9,13.2937155,11192.24996,0.000132937,0.1119225,0.001855217,37.530711,0.037521697,31.59028155,0.039376914,69.12099255,Evac,38.98122335,-0.016727005,-30.13976919,68.52013048,4.83,20.1,9.6,26.9,728.1
Cascavel R3,H,50,Water,,,,,114,DIC,11858,7588334,1067.922159,-0.476340563,50,50,4.9,-6.19242732,13882.98807,-6.19E-05,0.138829881,-0.00086419,46.55350041,-0.017478212,39.18492739,-0.018342402,85.7384278,Evac,40.637564,-0.003932132,-45.1008638,71.00296099,4.85,19.7,9.3,26.9,728.1
Cascavel R3,H,100,Sediment,,,,,115,DIC,19743,6851249,942.567717,0.813531213,50,150,4.9,10.57590577,12253.38032,0.000105759,0.122533803,0.00147593,41.08897473,0.029850641,34.5853368,0.031326572,75.67431153,Evac,36.52223684,0.011997687,-39.15207469,64.83414549,,,,,